RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE
2	416058	9121620	42.483333	20.75	422900	204500	34TDN7945303473	NK34-05	A	ADM1		KV	14				V	sqi			MALISHEVES	Malishevës	Malisheves	MALISHEVES	Malishevës	Malisheves		2009-04-08
2	416058	10916322	42.483333	20.75	422900	204500	34TDN7945303473	NK34-05	A	ADM1		KV	14				V	srp			MALISEVO	Mališevo	Malisevo	MALISEVO	Mališevo	Malisevo		2009-04-08
2	416058	10916324	42.483333	20.75	422900	204500	34TDN7945303473	NK34-05	A	ADM1		KV	14				VS	srp			МАЛИШЕВО	Малишево	Малишево	МАЛИШЕВО	Малишево	Малишево		2009-04-08
2	416058	10916323	42.483333	20.75	422900	204500	34TDN7945303473	NK34-05	A	ADM1		KV	14				NS	srp	Малишево	Општина	ОПШТИНАМАЛИШЕВО	Општина Малишево	Општина Малишево	МАЛИШЕВО ОПШТИНА	Малишево, Општина	Малишево, Општина		2009-04-08
2	416058	527843	42.483333	20.75	422900	204500	34TDN7945303473	NK34-05	A	ADM1		KV	14				N	srp	Mališevo	Opština	OPSTINAMALISEVO	Opština Mališevo	Opstina Malisevo	MALISEVO OPSTINA	Mališevo, Opština	Malisevo, Opstina		2009-04-08
2	416058	10916326	42.483333	20.75	422900	204500	34TDN7945303473	NK34-05	A	ADM1		KV	14				N	sqi	Malishevë	Komuna	KOMUNAEMALISHEVES	Komuna e Malishevës	Komuna e Malisheves	MALISHEVES KOMUNAE	Malishevës, Komuna e	Malisheves, Komuna e		2009-04-08
2	-86989	9036574	42.5	21.116667	423000	210700	34TEN0958605300	NK34-05	A	ADM1		KV	13				V	sqi			KOMUNAELYPIANIT	Komuna e Lypianit	Komuna e Lypianit	LYPIANIT KOMUNAE	Lypianit, Komuna e	Lypianit, Komuna e		2009-04-08
2	-86989	9121617	42.5	21.116667	423000	210700	34TEN0958605300	NK34-05	A	ADM1		KV	13				V	srp			LIPLJAN	Lipljan	Lipljan	LIPLJAN	Lipljan	Lipljan		2009-04-08
2	-86989	10916426	42.5	21.116667	423000	210700	34TEN0958605300	NK34-05	A	ADM1		KV	13				NS	srp	Липљан	Општина	ОПШТИНАЛИПЉАН	Општина Липљан	Општина Липљан	ЛИПЉАН ОПШТИНА	Липљан, Општина	Липљан, Општина		2009-04-08
2	-86989	524314	42.5	21.116667	423000	210700	34TEN0958605300	NK34-05	A	ADM1		KV	13				V	sqi			LIPJAN	Lipjan	Lipjan	LIPJAN	Lipjan	Lipjan		2009-04-08
2	-86989	10916427	42.5	21.116667	423000	210700	34TEN0958605300	NK34-05	A	ADM1		KV	13				VS	srp			ЛИПЉАН	Липљан	Липљан	ЛИПЉАН	Липљан	Липљан		2009-04-08
2	-86989	-126864	42.5	21.116667	423000	210700	34TEN0958605300	NK34-05	A	ADM1		KV	13				N	srp	Lipljan	Opština	OPSTINALIPLJAN	Opština Lipljan	Opstina Lipljan	LIPLJAN OPSTINA	Lipljan, Opština	Lipljan, Opstina		2009-04-08
2	-86989	10916432	42.5	21.116667	423000	210700	34TEN0958605300	NK34-05	A	ADM1		KV	13				N	sqi	Lipjan	Komuna	KOMUNAELIPJANIT	Komuna e Lipjanit	Komuna e Lipjanit	LIPJANIT KOMUNAE	Lipjanit, Komuna e	Lipjanit, Komuna e		2009-04-08
2	-86784	524679	43.116667	20.783333	430700	204700	34TDN8237373793	NK34-02	A	ADM1		KV	12				V	sqi			LEPOSAVIQ	Leposaviq	Leposaviq	LEPOSAVIQ	Leposaviq	Leposaviq		2009-04-08
2	-86784	9121614	43.116667	20.783333	430700	204700	34TDN8237373793	NK34-02	A	ADM1		KV	12				V	srp			LEPOSAVIC	Leposavić	Leposavic	LEPOSAVIC	Leposavić	Leposavic		2009-04-08
2	-86784	10916421	43.116667	20.783333	430700	204700	34TDN8237373793	NK34-02	A	ADM1		KV	12				VS	srp			ЛЕПОСАВИЋ	Лепосавић	Лепосавић	ЛЕПОСАВИЋ	Лепосавић	Лепосавић		2009-04-08
2	-86784	10916420	43.116667	20.783333	430700	204700	34TDN8237373793	NK34-02	A	ADM1		KV	12				NS	srp	Лепосавић	Општина	ОПШТИНАЛЕПОСАВИЋ	Општина Лепосавић	Општина Лепосавић	ЛЕПОСАВИЋ ОПШТИНА	Лепосавић, Општина	Лепосавић, Општина		2009-04-08
2	-86784	-126579	43.116667	20.783333	430700	204700	34TDN8237373793	NK34-02	A	ADM1		KV	12				N	srp	Leposavić	Opština	OPSTINALEPOSAVIC	Opština Leposavić	Opstina Leposavic	LEPOSAVIC OPSTINA	Leposavić, Opština	Leposavic, Opstina		2009-04-08
2	-86784	9036570	43.116667	20.783333	430700	204700	34TDN8237373793	NK34-02	A	ADM1		KV	12				N	sqi	Leposaviq	Komuna	KOMUNAELEPOSAVIQIT	Komuna e Leposaviqit	Komuna e Leposaviqit	LEPOSAVIQIT KOMUNAE	Leposaviqit, Komuna e	Leposaviqit, Komuna e		2009-04-08
2	-84596	9121294	42.583333	20.6	423500	203600	34TDN6717714624	NK34-05	A	ADM1		KV	11				V	sqi			KLINE	Klinë	Kline	KLINE	Klinë	Kline		2009-04-08
2	-84596	523840	42.583333	20.6	423500	203600	34TDN6717714624	NK34-05	A	ADM1		KV	11				V	srp			KLINA	Klina	Klina	KLINA	Klina	Klina		2009-04-08
2	-84596	10916383	42.583333	20.6	423500	203600	34TDN6717714624	NK34-05	A	ADM1		KV	11				NS	srp	Клина	Општина	ОПШТИНАКЛИНА	Општина Клина	Општина Клина	КЛИНА ОПШТИНА	Клина, Општина	Клина, Општина		2009-04-08
2	-84596	10916388	42.583333	20.6	423500	203600	34TDN6717714624	NK34-05	A	ADM1		KV	11				VS	srp			КЛИНА	Клина	Клина	КЛИНА	Клина	Клина		2009-04-08
2	-84596	-123512	42.583333	20.6	423500	203600	34TDN6717714624	NK34-05	A	ADM1		KV	11				N	srp	Klina	Opština	OPSTINAKLINA	Opština Klina	Opstina Klina	KLINA OPSTINA	Klina, Opština	Klina, Opstina		2009-04-08
2	-84596	9036559	42.583333	20.6	423500	203600	34TDN6717714624	NK34-05	A	ADM1		KV	11				N	sqi	Klinë	Komuna	KOMUNAEKLINES	Komuna e Klinës	Komuna e Klines	KLINES KOMUNAE	Klinës, Komuna e	Klines, Komuna e		2009-04-08
2	11569887	13804729	42.824428	21.094587	424928	210541	34TEN0773241322	NK34-05	T	MT		KV	28				N	srp		Kamen	MACKINKAMEN	Mačkin Kamen	Mackin Kamen	MACKINKAMEN	Mačkin Kamen	Mackin Kamen		2012-06-13
2	11427057	13496599	42.982174	21.171828	425856	211019	34TEN1400958850	NK34-05	T	HLL		KV	19				N	srp		Fuša	FUSAESTANOVCIT	Fuša e Stanovcit	Fusa e Stanovcit	STANOVCIT FUSAE	Stanovcit, Fuša e	Stanovcit, Fusa e		2012-02-16
2	11427057	13496601	42.982174	21.171828	425856	211019	34TEN1400958850	NK34-05	T	HLL		KV	19				D	sqi		Fusha	FUSHAESTANOVCIT	Fusha e Stanovcit	Fusha e Stanovcit	STANOVCIT FUSHAE	Stanovcit, Fusha e	Stanovcit, Fusha e		2012-02-16
2	-83867	-132537	42.231944	21.259444	421355	211534	34TEM2140875562	NK34-05	P	PPLA	4	KV	09				V	sqi			ORHANYE	Orhanye	Orhanye	ORHANYE	Orhanye	Orhanye		2009-04-08
2	-83867	-122468	42.231944	21.259444	421355	211534	34TEM2140875562	NK34-05	P	PPLA	4	KV	09				N	srp			KACANIK	Kačanik	Kacanik	KACANIK	Kačanik	Kacanik		2009-04-08
2	-83867	11006551	42.231944	21.259444	421355	211534	34TEM2140875562	NK34-05	P	PPLA	4	KV	09				NS	srp			КАЧАНИК	Качаник	Качаник	КАЧАНИК	Качаник	Качаник		2009-04-09
2	-83867	11002746	42.231944	21.259444	421355	211534	34TEM2140875562	NK34-05	P	PPLA	4	KV	09				N	sqi			KACANIK	Kaçanik	Kacanik	KACANIK	Kaçanik	Kacanik		2009-04-08
2	-84594	-123510	42.621667	20.577778	423718	203440	34TDN6537518889	NK34-05	P	PPLA	4	KV	11				N	srp			KLINA	Klina	Klina	KLINA	Klina	Klina		2009-04-08
2	-84594	11006552	42.621667	20.577778	423718	203440	34TDN6537518889	NK34-05	P	PPLA	4	KV	11				NS	srp			КЛИНА	Клина	Клина	КЛИНА	Клина	Клина		2009-04-09
2	-84594	502865	42.621667	20.577778	423718	203440	34TDN6537518889	NK34-05	P	PPLA	4	KV	11				N	sqi			KLINE	Klinë	Kline	KLINE	Klinë	Kline		2009-04-08
2	-84594	-123499	42.621667	20.577778	423718	203440	34TDN6537518889	NK34-05	P	PPLA	4	KV	11				V				KLIHA	Kliha	Kliha	KLIHA	Kliha	Kliha		2009-04-08
2	11578212	13823161	42.813375	21.183075	424848	211059	34TEN1496740107	NK34-05	H	STMI		KV	19				N	srp			BARA	Bara	Bara	BARA	Bara	Bara		2012-06-20
2	11578224	13823374	42.815837	21.231997	424857	211355	34TEN1896640390	NK34-05	T	HLL		KV	19				N			Roga	ROGAEMALE	Roga e Male	Roga e Male	MALE ROGAE	Male, Roga e	Male, Roga e		2012-07-11
2	-85244	501844	42.421667	21.093333	422518	210536	34TEM0767896599	NK34-05	P	PPL		KV	03				V	sqi			KOSHARE	Kosharë	Koshare	KOSHARE	Kosharë	Koshare		2009-04-08
2	-85244	11018916	42.421667	21.093333	422518	210536	34TEM0767896599	NK34-05	P	PPL		KV	03				N	sqi			KOSHARE	Koshare	Koshare	KOSHARE	Koshare	Koshare		2009-04-20
2	-85244	-124412	42.421667	21.093333	422518	210536	34TEM0767896599	NK34-05	P	PPL		KV	03				N	srp			KOSARE	Košare	Kosare	KOSARE	Košare	Kosare		2009-04-08
2	-85244	11018915	42.421667	21.093333	422518	210536	34TEM0767896599	NK34-05	P	PPL		KV	03				NS	srp			КОШАРЕ	Кошаре	Кошаре	КОШАРЕ	Кошаре	Кошаре		2009-04-20
2	-85269	-124449	42.414167	21.130833	422451	210751	34TEM1076595771	NK34-05	P	PPL		KV	03				N	srp			KOSIN	Kosin	Kosin	KOSIN	Kosin	Kosin		2009-04-08
2	-85269	11018917	42.414167	21.130833	422451	210751	34TEM1076595771	NK34-05	P	PPL		KV	03				NS	srp			КОСИН	Косин	Косин	КОСИН	Косин	Косин		2009-04-20
2	-85269	11018918	42.414167	21.130833	422451	210751	34TEM1076595771	NK34-05	P	PPL		KV	03				N	sqi			KOSINE	Kosinë	Kosine	KOSINE	Kosinë	Kosine		2009-04-20
2	-86783	-126580	43.103889	20.802778	430614	204810	34TDN8395272370	NK34-02	P	PPLA	4	KV	12				V	srp			LEPOSAVICI	Leposavići	Leposavici	LEPOSAVICI	Leposavići	Leposavici		2009-04-08
2	-86783	501391	43.103889	20.802778	430614	204810	34TDN8395272370	NK34-02	P	PPLA	4	KV	12				N	sqi			LEPOSAVIQ	Leposaviq	Leposaviq	LEPOSAVIQ	Leposaviq	Leposaviq		2009-04-08
2	-86783	-126578	43.103889	20.802778	430614	204810	34TDN8395272370	NK34-02	P	PPLA	4	KV	12				N	srp			LEPOSAVIC	Leposavić	Leposavic	LEPOSAVIC	Leposavić	Leposavic		2009-04-08
2	-86783	11006556	43.103889	20.802778	430614	204810	34TDN8395272370	NK34-02	P	PPLA	4	KV	12				NS	srp			ЛЕПОСАВИЋ	Лепосавић	Лепосавић	ЛЕПОСАВИЋ	Лепосавић	Лепосавић		2009-04-09
2	-88570	-129089	42.614167	20.101667	423651	200606	34TDN2632218361	NK34-05	T	MT		KV	00				N	srp			MARIJAS	Marijaš	Marijas	MARIJAS	Marijaš	Marijas		2009-06-16
2	-88570	11091516	42.614167	20.101667	423651	200606	34TDN2632218361	NK34-05	T	MT		KV	00				NS	srp			МАРИЈАШ	Маријаш	Маријаш	МАРИЈАШ	Маријаш	Маријаш		2009-06-19
2	-88570	540081	42.614167	20.101667	423651	200606	34TDN2632218361	NK34-05	T	MT		KV	00				V	srp			BOGDAS	Bogdaš	Bogdas	BOGDAS	Bogdaš	Bogdas		2009-02-26
2	-88570	11091517	42.614167	20.101667	423651	200606	34TDN2632218361	NK34-05	T	MT		KV	00				VS	srp			БОГДАШ	Богдаш	Богдаш	БОГДАШ	Богдаш	Богдаш		2009-06-19
2	-88570	503514	42.614167	20.101667	423651	200606	34TDN2632218361	NK34-05	T	MT		KV	00				N	sqi			MARIJASH	Marijash	Marijash	MARIJASH	Marijash	Marijash		2009-02-26
2	11577487	13820756	42.867735	21.206574	425204	211224	34TEN1687446148	NK34-05	P	PPL		KV	19				N	srp			VOKRIMAHALA	Vokri Mahala	Vokri Mahala	VOKRIMAHALA	Vokri Mahala	Vokri Mahala		2012-06-15
2	11577497	13820819	42.856133	21.207972	425122	211229	34TEN1699144860	NK34-05	L	LCTY		KV	19				N	srp			BESNIPRAG	Besni Prag	Besni Prag	BESNIPRAG	Besni Prag	Besni Prag		2012-07-11
2	11426958	13496176	42.982309	21.198875	425856	211156	34TEN1621558869	NK34-05	T	HLL		KV	19				N	srp			BLATA	Blata	Blata	BLATA	Blata	Blata		2012-02-16
2	11426958	13496397	42.982309	21.198875	425856	211156	34TEN1621558869	NK34-05	T	HLL		KV	19				D	sqi			BLLATA	Bllata	Bllata	BLLATA	Bllata	Bllata		2012-02-16
2	11427041	13496399	42.980735	21.206039	425851	211222	34TEN1679958696	NK34-05	T	SPUR		KV	19				N	srp		Brdo	FAZLIJEVICABRDO	Fazlijevića Brdo	Fazlijevica Brdo	FAZLIJEVICABRDO	Fazlijevića Brdo	Fazlijevica Brdo		2012-02-16
2	11427041	13515430	42.980735	21.206039	425851	211222	34TEN1679958696	NK34-05	T	SPUR		KV	19				D	sqi		Kodra	KODRAEFAZLIUT	Kodra e Fazliut	Kodra e Fazliut	FAZLIUT KODRAE	Fazliut, Kodra e	Fazliut, Kodra e		2012-02-16
2	11427050	13496457	42.972944	21.202482	425823	211209	34TEN1651157830	NK34-05	T	HLL		KV	19				N	srp		Brdo	LAUSKOBRDO	Lauško Brdo	Lausko Brdo	LAUSKOBRDO	Lauško Brdo	Lausko Brdo		2012-02-02
2	11427050	13496458	42.972944	21.202482	425823	211209	34TEN1651157830	NK34-05	T	HLL		KV	19				D	sqi		Kodra	KODRAELLAUSHES	Kodra e Llaushës	Kodra e Llaushes	LLAUSHES KODRAE	Llaushës, Kodra e	Llaushes, Kodra e		2012-02-16
2	-101635	11066682	42.976128	21.15222	425834	210908	34TEN1241258175	NK34-05	P	PPL		KV	19				NS	srp			ЗАКУТ	Закут	Закут	ЗАКУТ	Закут	Закут		2012-02-14
2	-101635	-148510	42.976128	21.15222	425834	210908	34TEN1241258175	NK34-05	P	PPL		KV	19				V	srp			ZAKUT	Zakut	Zakut	ZAKUT	Zakut	Zakut		2012-02-14
2	-101635	9037134	42.976128	21.15222	425834	210908	34TEN1241258175	NK34-05	P	PPL		KV	19				V	sqi			GEGAJIPOSHTEM	Gegaj i Poshtëm	Gegaj i Poshtem	GEGAJIPOSHTEM	Gegaj i Poshtëm	Gegaj i Poshtem		2012-02-14
2	-101635	9037131	42.976128	21.15222	425834	210908	34TEN1241258175	NK34-05	P	PPL		KV	19				V	sqi			ZAKUTI	Zakuti	Zakuti	ZAKUTI	Zakuti	Zakuti		2012-02-14
2	-101635	13496468	42.976128	21.15222	425834	210908	34TEN1241258175	NK34-05	P	PPL		KV	19				N	srp			DONJIZAKUT	Donji Zakut	Donji Zakut	DONJIZAKUT	Donji Zakut	Donji Zakut		2012-02-14
2	-101635	13496469	42.976128	21.15222	425834	210908	34TEN1241258175	NK34-05	P	PPL		KV	19				D	sqi			ZAKUTIPOSHTEM	Zakut i Poshtëm	Zakut i Poshtem	ZAKUTIPOSHTEM	Zakut i Poshtëm	Zakut i Poshtem		2012-02-14
2	11427053	13496470	42.977407	21.160107	425839	210936	34TEN1305558318	NK34-05	T	HLL		KV	19				N	srp			MOLJIKEC	Moljikec	Moljikec	MOLJIKEC	Moljikec	Moljikec		2012-02-02
2	11427054	13496473	42.984416	21.1671	425904	211002	34TEN1362359098	NK34-05	T	HLL		KV	19				N	srp		Kodra	KODRAEZEKS	Kodra e Zeks	Kodra e Zeks	ZEKS KODRAE	Zeks, Kodra e	Zeks, Kodra e		2012-02-16
2	11427055	13496598	42.978911	21.175518	425844	211032	34TEN1431158488	NK34-05	P	PPL		KV	19				N	srp			RAIMABAZ	Raim Abaz	Raim Abaz	RAIMABAZ	Raim Abaz	Raim Abaz		2012-02-16
2	11426327	13494752	42.975245	21.225623	425831	211332	34TEN1839858090	NK34-05	T	HLL		KV	19				N	srp		Kodra	KODRAEBEKES	Kodra e Bekes	Kodra e Bekes	BEKES KODRAE	Bekes, Kodra e	Bekes, Kodra e		2012-02-16
2	402547	503760	42.6275	21.246389	423739	211447	34TEN2020419480	NK34-05	H	LK		KV	20				V	sqi		Liqeni	LIQENIIBADOVCIT	Liqeni i Badovcit	Liqeni i Badovcit	BADOVCIT LIQENII	Badovcit, Liqeni i	Badovcit, Liqeni i		2012-01-24
2	402547	503759	42.6275	21.246389	423739	211447	34TEN2020419480	NK34-05	H	LK		KV	20				N	srp		Jezero	GRACANICKOJEZERO	Gračaničko Jezero	Gracanicko Jezero	GRACANICKOJEZERO	Gračaničko Jezero	Gracanicko Jezero		2012-01-24
2	430928	551129	42.690556	21.251389	424126	211505	34TEN2059326483	NK34-05	T	HLL		KV	20				N	srp			BUKVA	Bukva	Bukva	BUKVA	Bukva	Bukva		2012-01-24
2	430900	551098	42.677915	21.100651	424040	210602	34TEN0824725054	NK34-05	P	PPL		KV	17				N	srp			NOVIOBILIC	Novi Obilić	Novi Obilic	NOVIOBILIC	Novi Obilić	Novi Obilic		2011-11-10
2	-90921	520287	42.671536	21.123663	424018	210725	34TEN1013324348	NK34-05	P	PPL		KV	20				V	sqi			ORLAJ	Orlaj	Orlaj	ORLAJ	Orlaj	Orlaj		2011-11-21
2	-90921	-132624	42.671536	21.123663	424018	210725	34TEN1013324348	NK34-05	P	PPL		KV	20				N	srp			ORLOVIC	Orlović	Orlovic	ORLOVIC	Orlović	Orlovic		2011-11-21
2	-90921	11011223	42.671536	21.123663	424018	210725	34TEN1013324348	NK34-05	P	PPL		KV	20				NS	srp			ОРЛОВИЋ	Орловић	Орловић	ОРЛОВИЋ	Орловић	Орловић		2011-11-21
2	-90921	11011224	42.671536	21.123663	424018	210725	34TEN1013324348	NK34-05	P	PPL		KV	20				N	sqi			ORLLOVIQ	Orlloviq	Orlloviq	ORLLOVIQ	Orlloviq	Orlloviq		2011-11-21
2	411311	518481	42.651496	21.085122	423905	210506	34TEN0697722119	NK34-05	P	PPL		KV	04				N	srp			NOVOSELO	Novo Selo	Novo Selo	NOVOSELO	Novo Selo	Novo Selo		2011-11-10
2	430793	550989	42.676343	21.086076	424035	210510	34TEN0705324878	NK34-05	S	PS		KV	00				V	srp		Termoelektrana	TERMOELEKTRANAKOSOVO	Termoelektrana Kosovo	Termoelektrana Kosovo	KOSOVO TERMOELEKTRANA	Kosovo, Termoelektrana	Kosovo, Termoelektrana		2011-11-10
2	430793	550988	42.676343	21.086076	424035	210510	34TEN0705324878	NK34-05	S	PS		KV	00				N	srp		Termoelektrana	TERMOELEKTRANAKOSOVOA	Termoelektrana Kosovo A	Termoelektrana Kosovo A	KOSOVOA TERMOELEKTRANA	Kosovo A, Termoelektrana	Kosovo A, Termoelektrana		2011-11-10
2	430959	551162	42.686951	21.066955	424113	210401	34TEN0548526054	NK34-05	S	RSTN		KV	17				N	srp		Stanica	STANICAOBILIC	Stanica Obilić	Stanica Obilic	OBILIC STANICA	Obilić, Stanica	Obilic, Stanica		2011-11-10
2	-78592	11018979	42.641369	21.061976	423829	210343	34TEN0508120993	NK34-05	P	PPL		KV	04				NS	srp			ДОБРИДУБ	Добри Дуб	Добри Дуб	ДОБРИДУБ	Добри Дуб	Добри Дуб		2011-11-21
2	-78592	-115139	42.641369	21.061976	423829	210343	34TEN0508120993	NK34-05	P	PPL		KV	04				N	srp			DOBRIDUB	Dobri Dub	Dobri Dub	DOBRIDUB	Dobri Dub	Dobri Dub		2011-11-21
2	-78592	11018980	42.641369	21.061976	423829	210343	34TEN0508120993	NK34-05	P	PPL		KV	04				V	sqi			DOBERDUB	Dobër Dub	Dober Dub	DOBERDUB	Dobër Dub	Dober Dub		2011-11-21
2	-78592	520988	42.641369	21.061976	423829	210343	34TEN0508120993	NK34-05	P	PPL		KV	04				V	sqi			DOBERDUP	Dobër Dup	Dober Dup	DOBERDUP	Dobër Dup	Dober Dup		2011-11-21
2	-78592	9039628	42.641369	21.061976	423829	210343	34TEN0508120993	NK34-05	P	PPL		KV	04				V	sqi			DOBERDUPI	Dobërdupi	Doberdupi	DOBERDUPI	Dobërdupi	Doberdupi		2011-11-21
2	-78592	9039630	42.641369	21.061976	423829	210343	34TEN0508120993	NK34-05	P	PPL		KV	04				V	sqi			LISMIRI	Lismiri	Lismiri	LISMIRI	Lismiri	Lismiri		2011-11-21
2	-78592	9039629	42.641369	21.061976	423829	210343	34TEN0508120993	NK34-05	P	PPL		KV	04				N	sqi			LISMIR	Lismir	Lismir	LISMIR	Lismir	Lismir		2011-11-21
2	411319	11019002	42.626917	21.059875	423737	210336	34TEN0491019388	NK34-05	P	PPL		KV	04				NS	srp			КУЗМИН	Кузмин	Кузмин	КУЗМИН	Кузмин	Кузмин		2011-11-10
2	411319	518493	42.626917	21.059875	423737	210336	34TEN0491019388	NK34-05	P	PPL		KV	04				N	srp			KUZMIN	Kuzmin	Kuzmin	KUZMIN	Kuzmin	Kuzmin		2011-11-10
2	411319	9039627	42.626917	21.059875	423737	210336	34TEN0491019388	NK34-05	P	PPL		KV	04				V				KUZMINI	Kuzmini	Kuzmini	KUZMINI	Kuzmini	Kuzmini		2011-11-10
2	411319	11019003	42.626917	21.059875	423737	210336	34TEN0491019388	NK34-05	P	PPL		KV	04				N	sqi			KUZMIN	Kuzmin	Kuzmin	KUZMIN	Kuzmin	Kuzmin		2011-11-10
2	430791	550986	42.653341	21.035628	423912	210208	34TEN0292022321	NK34-05	P	PPL		KV	17				N	srp			PUSTOADE	Pusto Ade	Pusto Ade	PUSTOADE	Pusto Ade	Pusto Ade		2011-11-10
2	430792	11063400	42.666589	21.049904	424000	210300	34TEN0409023792	NK34-05	P	PPL		KV	17				D	sqi			MINJEREEKOSOVES	Minjerë e Kosovës	Minjere e Kosoves	MINJEREEKOSOVES	Minjerë e Kosovës	Minjere e Kosoves		2011-11-10
2	430792	11063399	42.666589	21.049904	424000	210300	34TEN0409023792	NK34-05	P	PPL		KV	17				NS	srp			РУДНИККОСОВО	Рудник Косово	Рудник Косово	РУДНИККОСОВО	Рудник Косово	Рудник Косово		2011-11-10
2	430792	550987	42.666589	21.049904	424000	210300	34TEN0409023792	NK34-05	P	PPL		KV	17				N	srp			RUDNIKKOSOVO	Rudnik Kosovo	Rudnik Kosovo	RUDNIKKOSOVO	Rudnik Kosovo	Rudnik Kosovo		2011-11-10
2	411364	11063388	42.68456	21.035686	424104	210208	34TEN0292425787	NK34-05	P	PPL		KV	17				NS	srp			ЛЕСКОВЧИЋ	Лесковчић	Лесковчић	ЛЕСКОВЧИЋ	Лесковчић	Лесковчић		2011-11-10
2	411364	11063390	42.68456	21.035686	424104	210208	34TEN0292425787	NK34-05	P	PPL		KV	17				V	sqi			LESKOVCIC	Leskovçic	Leskovcic	LESKOVCIC	Leskovçic	Leskovcic		2011-11-10
2	411364	521013	42.68456	21.035686	424104	210208	34TEN0292425787	NK34-05	P	PPL		KV	17				V	sqi			LESKOSHIC	Lëskoshic	Leskoshic	LESKOSHIC	Lëskoshic	Leskoshic		2011-11-10
2	411364	518545	42.68456	21.035686	424104	210208	34TEN0292425787	NK34-05	P	PPL		KV	17				N	srp			LESKOVCIC	Leskovčić	Leskovcic	LESKOVCIC	Leskovčić	Leskovcic		2011-11-10
2	411364	11063389	42.68456	21.035686	424104	210208	34TEN0292425787	NK34-05	P	PPL		KV	17				N	sqi			LESHKOSHIQ	Leshkoshiq	Leshkoshiq	LESHKOSHIQ	Leshkoshiq	Leshkoshiq		2011-11-10
2	-73787	11063369	42.666794	21.032979	424000	210159	34TEN0270323814	NK34-05	P	PPL		KV	17				NS	srp			АДЕ	Аде	Аде	АДЕ	Аде	Аде		2011-11-21
2	-73787	-108116	42.666794	21.032979	424000	210159	34TEN0270323814	NK34-05	P	PPL		KV	17				N	srp			ADE	Ade	Ade	ADE	Ade	Ade		2011-11-21
2	-73787	520292	42.666794	21.032979	424000	210159	34TEN0270323814	NK34-05	P	PPL		KV	17				N	sqi			HADE	Hade	Hade	HADE	Hade	Hade		2011-11-21
2	-99748	502574	42.637042	21.02616	423813	210134	34TEN0214520511	NK34-05	P	PPL	4	KV	04				N	sqi			BARDHIIMADH	Bardhi i Madh	Bardhi i Madh	BARDHIIMADH	Bardhi i Madh	Bardhi i Madh		2011-11-10
2	-99748	-145880	42.637042	21.02616	423813	210134	34TEN0214520511	NK34-05	P	PPL	4	KV	04				N	srp			VELIKIBELACEVAC	Veliki Belaćevac	Veliki Belacevac	VELIKIBELACEVAC	Veliki Belaćevac	Veliki Belacevac		2011-11-10
2	-99748	11019011	42.637042	21.02616	423813	210134	34TEN0214520511	NK34-05	P	PPL	4	KV	04				NS	srp			ВЕЛИКИБЕЛАЋЕВАЦ	Велики Белаћевац	Велики Белаћевац	ВЕЛИКИБЕЛАЋЕВАЦ	Велики Белаћевац	Велики Белаћевац		2011-11-10
2	-99748	9039614	42.637042	21.02616	423813	210134	34TEN0214520511	NK34-05	P	PPL	4	KV	04				V	sqi			BELLAQEFCIIMADH	Bellaqefci i Madh	Bellaqefci i Madh	BELLAQEFCIIMADH	Bellaqefci i Madh	Bellaqefci i Madh		2011-11-10
2	430924	551124	42.649707	21.042713	423859	210234	34TEN0350121917	NK34-05	T	MT		KV	00				N	srp			BREG	Breg	Breg	BREG	Breg	Breg		2011-11-14
2	-79320	11018998	42.649998	21.010294	423900	210037	34TEN0084421949	NK34-05	P	PPL		KV	04				NS	srp			ДОЊИГРАБОВАЦ	Доњи Грабовац	Доњи Грабовац	ДОЊИГРАБОВАЦ	Доњи Грабовац	Доњи Грабовац		2011-11-10
2	-79320	-116142	42.649998	21.010294	423900	210037	34TEN0084421949	NK34-05	P	PPL		KV	04				N	srp			DONJIGRABOVAC	Donji Grabovac	Donji Grabovac	DONJIGRABOVAC	Donji Grabovac	Donji Grabovac		2011-11-10
2	-79320	9039619	42.649998	21.010294	423900	210037	34TEN0084421949	NK34-05	P	PPL		KV	04				V	sqi			GURSHKABE	Gurshkabë	Gurshkabe	GURSHKABE	Gurshkabë	Gurshkabe		2011-11-10
2	-79320	9039620	42.649998	21.010294	423900	210037	34TEN0084421949	NK34-05	P	PPL		KV	04				V	sqi			GURSHKABA	Gurshkaba	Gurshkaba	GURSHKABA	Gurshkaba	Gurshkaba		2011-11-10
2	-79320	11115988	42.649998	21.010294	423900	210037	34TEN0084421949	NK34-05	P	PPL		KV	04				V	sqi			GRABOCIPOSHTEM	Graboc i Poshtëm	Graboc i Poshtem	GRABOCIPOSHTEM	Graboc i Poshtëm	Graboc i Poshtem		2012-01-24
2	-79320	11115989	42.649998	21.010294	423900	210037	34TEN0084421949	NK34-05	P	PPL		KV	04				V	sqi			GRABOVCIIULTE	Grabovci i Ultë	Grabovci i Ulte	GRABOVCIIULTE	Grabovci i Ultë	Grabovci i Ulte		2011-11-10
