RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE
2	435730	9033809	42.323889	20.321944	421926	201919	34TDM4413185961	NK34-05	T	PASS		AL	00			KV	N			Ćafa	CAFAEKALJIT	Ćafa e Kaljit	Cafa e Kaljit	KALJIT CAFAE	Kaljit, Ćafa e	Kaljit, Cafa e		2008-12-17
2	401230	501043	41.928056	20.593056	415541	203535	34TDM6626041868	NK34-08	T	PASS		AL	00			KV	N			Ćafa	CAFAVORIIBLJETES	Ćafa Vori i Bljetes	Cafa Vori i Bljetes	VORIIBLJETES CAFA	Vori i Bljetes, Ćafa	Vori i Bljetes, Cafa		2008-12-17
2	431216	551459	41.945278	20.751111	415643	204504	34TDM7937043730	NK34-08	T	MT		MK	00			KV	N				CELEPINO	Čelepino	Celepino	CELEPINO	Čelepino	Celepino		2008-12-17
2	431140	551372	41.946389	20.755	415647	204518	34TDM7969343853	NK34-08	T	MT		MK	00			KV	N				CELEPINSKIVRV	Čelepinski Vrv	Celepinski Vrv	CELEPINSKIVRV	Čelepinski Vrv	Celepinski Vrv		2008-12-17
2	402659	508458	42.241389	21.495	421429	212942	34TEM4083976697	NK34-05	T	MTS		MK	00			KV	N	srp		Gora	CRNAGORA	Crna Gora	Crna Gora	CRNAGORA	Crna Gora	Crna Gora		2008-12-17
2	399759	498928	42.398333	20.21	422354	201236	34TDM3498494306	NK34-05	T	PK		AL	00			KV	N				NAMENOTKNOWN	NAME NOT KNOWN	NAME NOT KNOWN	NAMENOTKNOWN	NAME NOT KNOWN	NAME NOT KNOWN		2008-12-17
2	399741	9031831	42.357222	20.244722	422126	201441	34TDM3780189716	NK34-05	T	PASS		AL	00			KV	N			Ćafa	CAFAECOBANIT	Ćafa e Čobanit	Cafa e Cobanit	COBANIT CAFAE	Čobanit, Ćafa e	Cobanit, Cafa e		2008-12-17
2	399709	9031845	42.347778	20.236111	422052	201410	34TDM3708288673	NK34-05	T	PK		AL	00			KV	N			Maja	MAJAPLUMB	Maja Plumb	Maja Plumb	PLUMB MAJA	Plumb, Maja	Plumb, Maja		2008-12-17
2	431129	551356	41.982778	20.749444	415858	204458	34TDM7924447894	NK34-08	T	MT		MK	00			KV	N				BARDALJEVO	Bardaljevo	Bardaljevo	BARDALJEVO	Bardaljevo	Bardaljevo		2008-12-17
2	-84739	-123692	42.096111	20.884167	420546	205303	34TDM9042160454	NK34-05	T	MT		MK	00			KV	N	srp			KOBILICA	Kobilica	Kobilica	KOBILICA	Kobilica	Kobilica		2008-12-17
2	399672	498807	42.515278	20.145278	423055	200843	34TDN2978807343	NK34-05	T	PASS		AL	00			KV	N			Qafa	NAMENOTKNOWN	NAME NOT KNOWN	NAME NOT KNOWN	NAMENOTKNOWN	NAME NOT KNOWN	NAME NOT KNOWN		2008-12-17
2	431966	552331	41.878333	20.728056	415242	204341	34TDM7743536304	NK34-08	T	CLF		MK	00			KV	N			Karpa	CRNAKARPA	Crna Karpa	Crna Karpa	CRNAKARPA	Crna Karpa	Crna Karpa		2008-12-17
2	431143	551376	41.896389	20.751667	415347	204506	34TDM7940038302	NK34-08	T	PK		MK	00			KV	N				GOLEMAVRACA	Golema Vraca	Golema Vraca	GOLEMAVRACA	Golema Vraca	Golema Vraca		2008-12-17
2	401442	501619	42.253056	20.476944	421511	202837	34TDM5685478006	NK34-05	T	PK		AL	00			KV	N				KUNORA	Kunora	Kunora	KUNORA	Kunora	Kunora		2008-12-17
2	431954	552313	42.098056	20.865833	420553	205157	34TDM8890660672	NK34-05	T	MT		MK	00			KV	N				LJUBINSKIUSI	Ljubinski Uši	Ljubinski Usi	LJUBINSKIUSI	Ljubinski Uši	Ljubinski Usi		2008-12-17
2	430578	550679	42.284167	20.4075	421703	202427	34TDM5114981498	NK34-05	T	MT		AL	00			KV	N			Maja	MAJAEZEZ	Maja e Zez	Maja e Zez	ZEZ MAJAE	Zez, Maja e	Zez, Maja e		2008-12-17
2	430579	550681	42.283056	20.413333	421659	202448	34TDM5162981371	NK34-05	T	MT		AL	00			KV	N			Maja	MAJASKUK	Maja Škuk	Maja Skuk	SKUK MAJA	Škuk, Maja	Skuk, Maja		2008-12-17
2	401224	10885414	42.289444	20.399444	421722	202358	34TDM5048982088	NK34-05	T	PASS		AL	00			KV	N				NAMENOTKNOWN	NAME NOT KNOWN	NAME NOT KNOWN	NAMENOTKNOWN	NAME NOT KNOWN	NAME NOT KNOWN		2008-12-17
2	430581	550685	42.282778	20.423056	421658	202523	34TDM5243181335	NK34-05	T	MT		AL	00			KV	N				SUKA	Suka	Suka	SUKA	Suka	Suka		2008-12-17
2	431136	551364	41.963333	20.766111	415748	204558	34TDM8061945732	NK34-08	T	MT		MK	00			KV	N				TRPEZNICA	Trpeznica	Trpeznica	TRPEZNICA	Trpeznica	Trpeznica		2008-12-17
2	431146	551381	41.881944	20.7425	415255	204433	34TDM7863536701	NK34-08	T	MT		MK	00			KV	N				VRACA	Vraca	Vraca	VRACA	Vraca	Vraca		2008-12-17
2	431973	552340	41.865833	20.706944	415157	204225	34TDM7567934922	NK34-08	T	MTS		MK	00			KV	N			Planina	RADIKAPLANINA	Radika Planina	Radika Planina	RADIKAPLANINA	Radika Planina	Radika Planina		2008-12-17
2	9009055	9009055	42.271944	21.498056	421619	212953	34TEM4107280091	NK34-05	T	HLL		MK	00			KV	N	srp		Glava	POPOVAGLAVA	Popova Glava	Popova Glava	POPOVAGLAVA	Popova Glava	Popova Glava		2008-12-17
2	9022130	9022132	42.137778	20.972778	420816	205822	34TDM9775065074	NK34-05	T	PK		MK	00			KV	N				GUZBABA	Gužbaba	Guzbaba	GUZBABA	Gužbaba	Guzbaba		2008-12-17
2	9022560	9022562	42.077778	20.784722	420440	204705	34TDM8219358434	NK34-05	T	PK		MK	00			KV	N				SKARPA	Skarpa	Skarpa	SKARPA	Skarpa	Skarpa		2008-12-17
2	9023154	9023156	42.064444	20.779167	420352	204645	34TDM8173056955	NK34-05	T	MT		MK	00			KV	N				BRINJAESEHIT	Brinja e Šehit	Brinja e Sehit	SEHIT BRINJAE	Šehit,Brinja e	Sehit,Brinja e		2008-12-17
2	9023732	9023734	42.081667	20.555278	420454	203319	34TDM6321658939	NK34-05	T	PK		AL	00			KV	N	srp			KORITNIK	Koritnik	Koritnik	KORITNIK	Koritnik	Koritnik		2008-12-17
2	9033601	9033601	42.291111	20.4	421728	202400	34TDM5053682273	NK34-05	T	PK		AL	00			KV	N			Maja	MAJAEDUTETIT	Maja e Ðutetit	Maja e Dutetit	DUTETIT MAJAE	Ðutetit, Maja e	Dutetit, Maja e		2008-12-17
2	9033761	9045494	42.499444	20.167778	422958	201004	34TDN3161905567	NK34-05	T	PK		AL	00			KV	N				NAMENOTKNOWN	NAME NOT KNOWN	NAME NOT KNOWN	NAMENOTKNOWN	NAME NOT KNOWN	NAME NOT KNOWN		2008-12-17
2	-108456	9031959	42.323611	20.250556	421925	201502	34TDM3824885979	NK34-05	T	PASS		AL	00			KV	N			Ćafa	CAFASTOBERDO	Ćafa Stoberdo	Cafa Stoberdo	STOBERDO CAFA	Stoberdo, Ćafa	Stoberdo, Cafa		2008-12-17
2	-104695	9023339	42.181111	20.264167	421052	201551	34TDM3923370147	NK34-05	H	RSV		AL	00			KV	N			Jezero	VRBNICKOJEZERO	Vrbničko Jezero	Vrbnicko Jezero	VRBNICKOJEZERO	Vrbničko Jezero	Vrbnicko Jezero		2008-12-17
2	-92089	-134331	42.028611	20.529167	420143	203145	34TDM6102453060	NK34-05	H	STM		AL	00			KV	N	srp			PLAVSKAREKA	Plavska Reka	Plavska Reka	PLAVSKAREKA	Plavska Reka	Plavska Reka		2008-12-17
2	-77733	-113909	42.251777	21.58489	421506	213506	34TEM4824877897	NK34-05	T	MT		MK	00			KV	N	srp		Vrh	CRNIVRH	Crni Vrh	Crni Vrh	CRNIVRH	Crni Vrh	Crni Vrh		2008-12-22
2	-75199	502302	42.140771	20.976191	420827	205834	34TDM9803365406	NK34-05	T	MT		KV	00			KV	N	srp			BISTRA	Bistra	Bistra	BISTRA	Bistra	Bistra		2008-12-18
2	-74754	-109572	42.832627	20.354223	424957	202115	34TDN4722142431	NK34-05	T	MT		KV	00			KV	N	srp			BELEG	Beleg	Beleg	BELEG	Beleg	Beleg		2008-12-15
2	-74754	11091528	42.832627	20.354223	424957	202115	34TDN4722142431	NK34-05	T	MT		KV	00			KV	N	srp			¿¿¿¿¿	Белег	¿¿¿¿¿	¿¿¿¿¿	Белег	¿¿¿¿¿		2009-06-19
2	-75199	502303	42.140771	20.976191	420827	205834	34TDM9803365406	NK34-05	T	MT		KV	00			KV	D	sqi			BISTER	Bistër	Bister	BISTER	Bistër	Bister		2009-06-19
2	-85188	499602	42.083333	20.566667	420500	203400	34TDM6415959119	NK34-05	T	MT		KV	00			KV	N	srp			KORITNIK	Koritnik	Koritnik	KORITNIK	Koritnik	Koritnik		2009-03-01
2	9031253	9031253	42.496667	20.168889	422948	201008	34TDN3170705258	NK34-05	T	PK		KV	00			KV	N	srp			MRCAJ	Mrčaj	Mrcaj	MRCAJ	Mrčaj	Mrcaj		2009-03-01
2	7130071	7167984	42.258611	21.519444	421531	213110	34TEM4284578621	NK34-05	T	HLL		KV	00			KV	N	srp			OGARE	Ogare	Ogare	OGARE	Ogare	Ogare		2009-03-01
2	431986	552352	41.894722	20.586944	415341	203513	34TDM6573538170	NK34-08	T	MT		KV	00			KV	N	srp			BUSTERICA	Bušterica	Busterica	BUSTERICA	Bušterica	Busterica		2009-03-01
2	-77732	552316	42.128611	20.920278	420743	205513	34TDM9341164059	NK34-05	T	MT		KV	00			KV	N	srp		Vrv	CRNIVRV	Crni Vrv	Crni Vrv	CRNIVRV	Crni Vrv	Crni Vrv		2009-03-01
2	9009073	9009073	42.250556	21.563333	421502	213348	34TEM4647177749	NK34-05	T	MT		KV	00			KV	N	srp		Rid	DAFINSKIRID	Dafinski Rid	Dafinski Rid	DAFINSKIRID	Dafinski Rid	Dafinski Rid		2009-03-01
2	9022115	9022115	42.135833	20.939167	420809	205621	34TDM9497364860	NK34-05	T	MT		KV	00			KV	N	srp			KONJUSKA	Konjuška	Konjuska	KONJUSKA	Konjuška	Konjuska		2009-03-01
2	-80647	498488	42.4375	20.213611	422615	201249	34TDM3532198653	NK34-05	T	MT		KV	00			KV	N	srp		Maja	MAJAGLAVA	Maja Glava	Maja Glava	GLAVA MAJA	Glava, Maja	Glava, Maja		2009-03-01
2	-98392	-143904	42.2675	21.515	421603	213054	34TEM4247279606	NK34-05	T	MT		KV	00			KV	N	srp			TOPAN	Topan	Topan	TOPAN	Topan	Topan		2009-03-01
2	-100838	-147417	41.896667	20.751389	415348	204505	34TDM7937738333	NK34-08	T	MT		KV	00			KV	N	srp			VRACA	Vraca	Vraca	VRACA	Vraca	Vraca		2009-03-01
2	-84738	552197	42.098611	20.843333	420555	205036	34TDM8704560737	NK34-05	T	MT		KV	00			KV	N	srp			VRTOP	Vrtop	Vrtop	VRTOP	Vrtop	Vrtop		2009-03-01
2	399708	498853	42.339167	20.244167	422021	201439	34TDM3773787711	NK34-05	T	PASS		KV	00			KV	N	srp		Ćafa	CAFADONIT	Ćafa Ðonit	Cafa Donit	DONIT CAFA	Ðonit, Ćafa	Donit, Cafa		2008-12-17
2	9033810	9033810	42.327778	20.333333	421940	202000	34TDM4507286385	NK34-05	T	PASS		KV	00			KV	N	srp		Ćafa	CAFAEGURS	Ćafa e Gurs	Cafa e Gurs	GURS CAFAE	Gurs, Ćafa e	Gurs, Cafa e		2009-03-01
2	-100840	524467	41.883333	20.733333	415300	204400	34TDM7787536857	NK34-08	T	MTS		KV	00			KV	N	srp			VRACA	Vraca	Vraca	VRACA	Vraca	Vraca		2009-03-01
2	435721	9031960	42.321667	20.276389	421918	201635	34TDM4037585745	NK34-05	T	PASS		KV	00			KV	N	srp		Ćafa	CAFAEKASTES	Ćafa e Kaštes	Cafa e Kastes	KASTES CAFAE	Kaštes, Ćafa e	Kastes, Cafa e		2009-03-01
2	401768	502299	42.0825	20.810278	420457	204837	34TDM8430858954	NK34-05	T	PASS		KV	00			KV	N	srp			KARANIKOLA	Kara Nikola	Kara Nikola	KARANIKOLA	Kara Nikola	Kara Nikola		2009-03-01
2	431793	552137	42.053333	20.758333	420312	204530	34TDM8000255726	NK34-05	T	PK		KV	00			KV	N	srp			MAJA	Maja	Maja	MAJA	Maja	Maja		2009-03-01
2	9031961	9031961	42.315833	20.308056	421857	201829	34TDM4297985076	NK34-05	T	PK		KV	00			KV	N	srp		Maja	MAJABARUCA	Maja Baruca	Maja Baruca	BARUCA MAJA	Baruca, Maja	Baruca, Maja		2009-03-01
2	9031963	9031963	42.327222	20.326389	421938	201935	34TDM4450086328	NK34-05	T	PK		KV	00			KV	N	srp		Maja	MAJAEKACINA	Maja e Kačina	Maja e Kacina	KACINA MAJAE	Kačina, Maja e	Kacina, Maja e		2009-03-01
2	401427	501593	42.211667	20.529167	421242	203145	34TDM6113673385	NK34-05	T	PK		KV	00			KV	N	srp			PASTRIK	Paštrik	Pastrik	PASTRIK	Paštrik	Pastrik		2009-03-01
2	9031965	9031965	42.298889	20.395	421756	202342	34TDM5013083140	NK34-05	T	PK		KV	00			KV	N	srp		Maja	MAJAEZABELJIT	Maja e Zabeljit	Maja e Zabeljit	ZABELJIT MAJAE	Zabeljit, Maja e	Zabeljit, Maja e		2009-03-01
2	432005	552370	42.139722	20.979722	420823	205847	34TDM9832465290	NK34-05	T	PK		KV	00			KV	N	srp			PESKOVI	Peskovi	Peskovi	PESKOVI	Peskovi	Peskovi		2009-03-01
2	431997	552362	41.929167	20.606944	415545	203625	34TDM6741241986	NK34-08	T	PK		KV	00			KV	N	srp			TRMKINGROB	Trmkin Grob	Trmkin Grob	TRMKINGROB	Trmkin Grob	Trmkin Grob		2009-03-01
2	7130065	7167978	42.261944	21.585833	421543	213509	34TEM4831879026	NK34-05	T	RDGE		KV	00			KV	N	srp			GLINJA	Glinja	Glinja	GLINJA	Glinja	Glinja		2009-03-01
2	7130076	7167989	42.255278	21.550278	421519	213301	34TEM4539078267	NK34-05	H	STMI		KV	00			KV	N	srp		Voda	CRVENAVODA	Crvena Voda	Crvena Voda	CRVENAVODA	Crvena Voda	Crvena Voda		2009-03-01
2	7130072	7167985	42.270278	21.503611	421613	213013	34TEM4153179908	NK34-05	T	RDGE		KV	00			KV	N	srp			FIRAKOJSIS	Firak Ojsis	Firak Ojsis	FIRAKOJSIS	Firak Ojsis	Firak Ojsis		2009-03-01
2	9022380	9022380	42.099167	20.853611	420557	205113	34TDM8789560797	NK34-05	T	MT		KV	00			KV	N	srp			CAREVOGUMNO	Carevo Gumno	Carevo Gumno	CAREVOGUMNO	Carevo Gumno	Carevo Gumno		2009-03-01
2	-93401	501004	42.301944	20.383889	421807	202302	34TDM4921783485	NK34-05	T	PASS		KV	00			KV	N	srp		Ćafa	CAFAPRUSIT	Ćafa Prušit	Cafa Prusit	PRUSIT CAFA	Prušit, Ćafa	Prusit, Cafa		2009-03-01
2	421989	540114	42.525556	20.121667	423132	200718	34TDN2786008505	NK34-05	T	PK		RI	00			KV	N	srp			GUSAN	Gusan	Gusan	GUSAN	Gusan	Gusan		2009-03-01
2	6242233	6267778	42.515278	20.144167	423055	200839	34TDN2969607344	NK34-05	T	PASS		RI	00			KV	N	srp		Ćafa	CAFAESILJBICES	Ćafa e Siljbices	Cafa e Siljbices	SILJBICES CAFAE	Siljbices, Ćafa e	Siljbices, Cafa e		2009-03-01
2	431776	552116	42.027222	20.749444	420138	204458	34TDM7925852829	NK34-05	T	PK		RI	00			KV	N	srp			KLEC	Kleč	Klec	KLEC	Kleč	Klec		2009-03-01
2	431779	552120	42.038611	20.761389	420219	204541	34TDM8025154091	NK34-05	T	PK		RI	00			KV	N	srp			ZALINA	Zalina	Zalina	ZALINA	Zalina	Zalina		2009-03-01
2	431794	552139	42.241667	21.54	421430	213224	34TEM4455276750	NK34-05	T	MT		RI	00			KV	N	srp			GURIEMUSTAFES	Guri e Mustafes	Guri e Mustafes	GURIEMUSTAFES	Guri e Mustafes	Guri e Mustafes		2009-03-01
2	-84257	552175	42.083611	20.794167	420501	204739	34TDM8297659080	NK34-05	T	PK		RI	00			KV	N	srp			KARANIKOLICA	Karanikolica	Karanikolica	KARANIKOLICA	Karanikolica	Karanikolica		2009-03-01
2	432022	552388	41.877222	20.593611	415238	203537	34TDM6627936224	NK34-08	T	MT		RI	00			KV	N	srp			MALIKSULJIEPRIFTIT	Mali Ksulji e Priftit	Mali Ksulji e Priftit	MALIKSULJIEPRIFTIT	Mali Ksulji e Priftit	Mali Ksulji e Priftit		2009-03-01
2	432423	552821	42.193611	21.089444	421137	210522	34TEM0738571277	NK34-05	T	PK		RI	00			KV	N	srp			KULE	Kule	Kule	KULE	Kule	Kule		2009-03-01
2	-85648	553898	42.309722	20.353056	421835	202111	34TDM4668284368	NK34-05	T	PK		RI	00			KV	N	srp		Maja	MAJAEKRAJLJICES	Maja e Krajljices	Maja e Krajljices	KRAJLJICES MAJAE	Krajljices, Maja e	Krajljices, Maja e		2009-03-01
2	435780	557237	42.277222	20.428889	421638	202544	34TDM5290880715	NK34-05	T	PASS		RI	00			KV	N	srp		Ćafa	CAFAEDOBRUNES	Ćafa e Dobrunës	Cafa e Dobrunes	DOBRUNES CAFAE	Dobrunës, Ćafa e	Dobrunes, Cafa e		2009-03-01
2	156697	557291	42.539444	20.096944	423222	200549	34TDN2584610068	NK34-05	T	PASS		AL,KV				KV	N	srp		Ćafa	CAFADOBRIDOL	Ćafa Dobri Dol	Cafa Dobri Dol	DOBRIDOL CAFA	Dobri Dol, Ćafa	Dobri Dol, Cafa		2012-05-09
2	401643	502046	42.511667	20.154722	423042	200917	34TDN3055906935	NK34-05	T	MTS		AL,KV				KV	N	srp		Planina	JUNICKAPLANINA	Junička Planina	Junicka Planina	JUNICKAPLANINA	Junička Planina	Junicka Planina		2012-05-09
2	6241956	10879713	42.685	20.053611	424106	200313	34TDN2246826270	NK34-05	H	STM		MJ	00			KV	N	srp		Potok	RDAVIPOTOK	Rđavi Potok	Rdavi Potok	RDAVIPOTOK	Rđavi Potok	Rdavi Potok		2008-12-15
2	9033613	10879721	42.729204	20.007015	424345	200025	34TDN1870931222	NK34-05	H	STM		MJ	00			KV	N	srp		Reka	SEKULARSKAREKA	Šekularska Reka	Sekularska Reka	SEKULARSKAREKA	Šekularska Reka	Sekularska Reka		2008-12-15
2	431233	551479	41.88658	20.737167	415312	204414	34TDM7819437217	NK34-08	T	PK		MK	00			KV	N				MALAVRACA	Mala Vraca	Mala Vraca	MALAVRACA	Mala Vraca	Mala Vraca		2008-12-17
2	-77486	-113513	42.365815	20.24491	422157	201442	34TDM3782590670	NK34-05	T	PK		AL	00			KV	N	srp			COBAN	Coban	Coban	COBAN	Coban	Coban		2008-12-18
2	9025112	9025112	42.058333	20.573611	420330	203425	34TDM6472056341	NK34-05	T	MT		RI	00			KV	N				PANTELEVAC	Pantelevac	Pantelevac	PANTELEVAC	Pantelevac	Pantelevac		2009-03-01
2	430582	550687	42.278056	20.425278	421641	202531	34TDM5261180809	NK34-05	T	MT		KV	00			KV	N				NAMENOTKNOWN	NAME NOT KNOWN	NAME NOT KNOWN	NAMENOTKNOWN	NAME NOT KNOWN	NAME NOT KNOWN		2009-03-01
2	-77697	-113868	41.853056	20.620278	415111	203713	34TDM6848033531	NK34-08	H	STM		RI	00			KV	N	srp			CRNIKAMEN	Crni Kamen	Crni Kamen	CRNIKAMEN	Crni Kamen	Crni Kamen		2009-03-01
2	435781	557240	42.243056	20.496111	421435	202946	34TDM5842876886	NK34-05	T	PASS		KV	00			KV	N	srp		Ćafa	CAFAEMULARIT	Ćafa e Mularit	Cafa e Mularit	MULARIT CAFAE	Mularit, Ćafa e	Mularit, Cafa e		2009-03-01
2	-95035	-138831	42.083333	20.833333	420500	205000	34TDM8621559042	NK34-05	T	MTS		RI	00			KV	N	srp		Planina	SARPLANINA	Šar Planina	Sar Planina	SARPLANINA	Šar Planina	Sar Planina		2009-03-01
2	-105986	503261	41.8775	20.595278	415239	203543	34TDM6641836255	NK34-08	T	MT		KV	00			KV	N	srp		Mali	MALIKSULJEEPRIFTIT	Mali Ksulje e Priftit	Mali Ksulje e Priftit	KSULJEEPRIFTIT MALI	Ksulje e Priftit, Mali	Ksulje e Priftit, Mali		2009-03-01
1	-84006	203557	41.918056	20.575278	415505	203431	34TDM6478040765	NK34-08	T	MT		RI	00			KV	N	srp			KALABAK	Kalabak	Kalabak	KALABAK	Kalabak	Kalabak		2009-03-01
2	11415513	13478332	42.991284	21.134777	425929	210805	34TEN1098759856	NK34-05	V	MDW		KV	19			KV	N	srp		Ledine	LEDINE	Ledine	Ledine	LEDINE	Ledine	Ledine		2012-01-30
2	-85075	-124143	42.225278	21.439167	421331	212621	34TEM3624274882	NK34-05	T	MTS		MK	00			KV	N	srp			KOPILJACA	Kopiljača	Kopiljaca	KOPILJACA	Kopiljača	Kopiljaca		2009-03-01
2	430540	550630	42.259722	20.473056	421535	202823	34TDM5653878748	NK34-05	T	PASS		AL	00			KV	N				NAMENOTKNOWN	NAME NOT KNOWN	NAME NOT KNOWN	NAMENOTKNOWN	NAME NOT KNOWN	NAME NOT KNOWN		2009-03-01
2	431203	551443	41.925	20.775	415530	204630	34TDM8134441474	NK34-08	T	MTS		MK	00			KV	N				RUDOKA	Rudoka	Rudoka	RUDOKA	Rudoka	Rudoka		2009-03-01
2	-94711	502191	41.95	20.8	415700	204800	34TDM8342444244	NK34-08	T	MTS		MK	00			KV	N				RUDOKA	Rudoka	Rudoka	RUDOKA	Rudoka	Rudoka		2009-03-01
2	401225	501038	42.250556	20.481111	421502	202852	34TDM5719677726	NK34-05	T	PASS		AL	00			KV	N				NAMENOTKNOWN	NAME NOT KNOWN	NAME NOT KNOWN	NAMENOTKNOWN	NAME NOT KNOWN	NAME NOT KNOWN		2009-03-01
2	416249	528138	41.816667	20.65	414900	203900	34TDM7093129480	NK34-08	H	STM		MK	00			KV	N				CRNIKAMEN	Crni Kamen	Crni Kamen	CRNIKAMEN	Crni Kamen	Crni Kamen		2009-03-01
2	435688	9032846	42.413611	20.223056	422449	201323	34TDM3607495993	NK34-05	T	PASS		RI	00			KV	N			Prolaz	MORINAPROLAZ	Morina Prolaz	Morina Prolaz	MORINAPROLAZ	Morina Prolaz	Morina Prolaz		2009-03-01
2	401218	501025	42.317778	20.3	421904	201800	34TDM4231785297	NK34-05	T	PASS		AL	00			KV	N			Ćafa	CAFAEVANES	Ćafa e Vanes	Cafa e Vanes	VANES CAFAE	Vanes, Ćafa e	Vanes, Cafa e		2009-03-01
2	9031846	9031846	42.328889	20.243056	421944	201435	34TDM3763586571	NK34-05	T	PK		RI	00			KV	N			Maja	MAJAPADINA	Maja Padina	Maja Padina	PADINA MAJA	Padina, Maja	Padina, Maja		2009-03-01
2	399663	498795	42.550991	20.088075	423304	200517	34TDN2513111358	NK34-05	T	PK		AL	00			KV	N			Maja	MAJABOGICAJ	Maja Bogicaj	Maja Bogicaj	BOGICAJ MAJA	Bogicaj, Maja	Bogicaj, Maja		2008-12-17
2	-74754	10879693	42.832627	20.354223	424957	202115	34TDN4722142431	NK34-05	T	MT		KV	00			KV	N	sqi			BELEG	Beleg	Beleg	BELEG	Beleg	Beleg		2009-03-01
2	9033832	9033832	42.555799	20.078895	423321	200444	34TDN2438311900	NK34-05	T	MT		AL,KV,MJ				KV,MJ	N	srp			TROMEDA	Tromeđa	Tromeda	TROMEDA	Tromeđa	Tromeda		2012-05-09
2	156697	191563	42.539444	20.096944	423222	200549	34TDN2584610068	NK34-05	T	PASS		AL,KV					V	sqi			QAFEALICELES	Qaf’ e Ali Çelës	Qaf' e Ali Celes	ALICELES QAFE	Ali Çelës, Qaf’ e	Ali Celes, Qaf' e		2012-05-09
2	156697	191570	42.539444	20.096944	423222	200549	34TDN2584610068	NK34-05	T	PASS		AL,KV					V	srp			CAFAALICELS	Ćafa Ali Čels	Cafa Ali Cels	ALICELS CAFA	Ali Čels, Ćafa	Ali Cels, Cafa		2012-05-09
2	156697	191560	42.539444	20.096944	423222	200549	34TDN2584610068	NK34-05	T	PASS		AL,KV				AL	N	sqi		Qafa	QAFAEALICELES	Qafa e Ali Çelës	Qafa e Ali Celes	ALICELES QAFAE	Ali Çelës, Qafa e	Ali Celes, Qafa e		2012-05-09
2	401643	502051	42.511667	20.154722	423042	200917	34TDN3055906935	NK34-05	T	MTS		AL,KV				AL	N	sqi		Bjeshka	BJESHKAEJUNIKUT	Bjeshka e Junikut	Bjeshka e Junikut	JUNIKUT BJESHKAE	Junikut, Bjeshka e	Junikut, Bjeshka e		2012-05-09
2	9045408	9045409	44	19.75	440000	194500	34TCP9978272632	NL34-10	A	PCLH		BK,HR,KV,MJ,MK,RI,SI					V	srp			SAVEZNAREPUBLIKAJUGOSLAVIJA	Savezna Republika Jugoslavija	Savezna Republika Jugoslavija	JUGOSLAVIJA SAVEZNAREPUBLIKA	Jugoslavija, Savezna Republika	Jugoslavija, Savezna Republika		2012-06-20
2	9045408	9045410	44	19.75	440000	194500	34TCP9978272632	NL34-10	A	PCLH		BK,HR,KV,MJ,MK,RI,SI					V	srp			JUGOSLAVIJA	Jugoslavija	Jugoslavija	JUGOSLAVIJA	Jugoslavija	Jugoslavija		2012-06-20
2	9045408	9173706	44	19.75	440000	194500	34TCP9978272632	NL34-10	A	PCLH		BK,HR,KV,MJ,MK,RI,SI					V	eng			SERBIAANDMONTENEGRO	Serbia and Montenegro	Serbia and Montenegro	SERBIAANDMONTENEGRO	Serbia and Montenegro	Serbia and Montenegro		2012-06-20
2	9045408	9173707	44	19.75	440000	194500	34TCP9978272632	NL34-10	A	PCLH		BK,HR,KV,MJ,MK,RI,SI					V	srp			SRBIJAICRNAGORA	Srbija i Crna Gora	Srbija i Crna Gora	SRBIJAICRNAGORA	Srbija i Crna Gora	Srbija i Crna Gora		2012-06-20
2	9045408	9045408	44	19.75	440000	194500	34TCP9978272632	NL34-10	A	PCLH		BK,HR,KV,MJ,MK,RI,SI					C	eng	Yugoslavia		FEDERALREPUBLICOFYUGOSLAVIA	Federal Republic of Yugoslavia	Federal Republic of Yugoslavia	YUGOSLAVIA FEDERALREPUBLICOF	Yugoslavia, Federal Republic of	Yugoslavia, Federal Republic of		2012-06-20
2	9045408	9045411	44	19.75	440000	194500	34TCP9978272632	NL34-10	A	PCLH		BK,HR,KV,MJ,MK,RI,SI					V	eng			YUGOSLAVIA	Yugoslavia	Yugoslavia	YUGOSLAVIA	Yugoslavia	Yugoslavia		2012-06-20
2	9045408	13822580	44	19.75	440000	194500	34TCP9978272632	NL34-10	A	PCLH		BK,HR,KV,MJ,MK,RI,SI					NS		Југославија		СОЦИЈАЛИСТИЧКАФЕДЕРАТИВНАРЕПУБЛИКАЈУГОСЛАВИЈА	Социјалистичка Федеративна Република Југославија	Социјалистичка Федеративна Република Југославија	ЈУГОСЛАВИЈА СОЦИЈАЛИСТИЧКАФЕДЕРАТИВНАРЕПУБЛИКА	Југославија, Социјалистичка Федеративна Република	Југославија, Социјалистичка Федеративна Република		2012-06-20
2	9045408	13822701	44	19.75	440000	194500	34TCP9978272632	NL34-10	A	PCLH		BK,HR,KV,MJ,MK,RI,SI					VS				ЈУГОСЛАВИЈА	Југославија	Југославија	ЈУГОСЛАВИЈА	Југославија	Југославија		2012-06-20
